2250.00,1971.00
3078.00,1971.00
3500.00,1972.00
2500.00,1973.00
11000.00,1973.00
3000.00,1974.00
4100.00,1974.00
6000.00,1974.00
8000.00,1974.00
4528.00,1975.00
4000.00,1975.00
5000.00,1975.00
5000.00,1976.00
8500.00,1976.00
6500.00,1976.00
8000.00,1976.00
7000.00,1977.00
9000.00,1978.00
29000.00,1978.00
17500.00,1979.00
29000.00,1979.00
68000.00,1979.00
50000.00,1980.00
11500.00,1981.00
45000.00,1981.00
55000.00,1982.00
134000.00,1982.00
22000.00,1983.00
63000.00,1984.00
190000.00,1984.00
275000.00,1985.00
25000.00,1985.00
16000.00,1985.00
110000.00,1986.00
375000.00,1986.00
27000.00,1986.00
91000.00,1986.00
385000.00,1987.00
730000.00,1987.00
273000.00,1987.00
553000.00,1987.00
180000.00,1988.00
250000.00,1988.00
600000.00,1989.00
1000000.00,1989.00
1180235.00,1989.00
310000.00,1989.00
1200000.00,1990.00
1350000.00,1991.00
35000.00,1991.00
600000.00,1992.00
900000.00,1992.00
1680000.00,1992.00
2800000.00,1993.00
3100000.00,1993.00
578977.00,1994.00
7000.00,1994.00
2500000.00,1994.00
2500000.00,1995.00
5500000.00,1995.00
4300000.00,1996.00
10000000.00,1997.00
7500000.00,1997.00
8800000.00,1997.00
15000.00,1997.00
140000.00,1997.00
7500000.00,1998.00
111000.00,1999.00
9500000.00,1999.00
13500000.00,1999.00
27400000.00,1999.00
21300000.00,1999.00
22000000.00,1999.00
21000000.00,2000.00
21000000.00,2000.00
42000000.00,2000.00
191000000.00,2001.00
45000000.00,2001.00
55000000.00,2002.00
220000000.00,2002.00
152000000.00,2003.00
54300000.00,2003.00
105900000.00,2003.00
410000000.00,2003.00
112000000.00,2004.00
400000000.00,2004.00
592000000.00,2004.00
169000000.00,2005.00
228000000.00,2005.00
165000000.00,2005.00
250000000.00,2005.00
184000000.00,2006.00
362000000.00,2006.00
291000000.00,2006.00
1700000000.00,2006.00
463000000.00,2007.00
26000000.00,2007.00
411000000.00,2007.00
789000000.00,2007.00
169000000.00,2007.00
250000000.00,2007.00
540000000.00,2007.00
230000000.00,2008.00
731000000.00,2008.00
758000000.00,2008.00
47000000.00,2008.00
600000000.00,2008.00
1900000000.00,2008.00
904000000.00,2009.00
760000000.00,2009.00
1000000000.00,2010.00
1170000000.00,2010.00
1200000000.00,2010.00
1400000000.00,2010.00
2000000000.00,2010.00
2300000000.00,2010.00
1870000000.00,2011.00
1160000000.00,2011.00
2270000000.00,2011.00
2600000000.00,2011.00
432000000.00,2012.00
2990000000.00,2012.00
1200000000.00,2012.00
1303000000.00,2012.00
1400000000.00,2012.00
2100000000.00,2012.00
2750000000.00,2012.00
3100000000.00,2012.00
5000000000.00,2012.00
1000000000.00,2013.00
1860000000.00,2013.00
4200000000.00,2013.00
5000000000.00,2013.00
1400000000.00,2014.00
2000000000.00,2014.00
2600000000.00,2014.00
3000000000.00,2014.00
4310000000.00,2014.00
5560000000.00,2014.00
1750000000.00,2015.00
1900000000.00,2015.00
2000000000.00,2015.00
3000000000.00,2015.00
3990000000.00,2015.00
7100000000.00,2015.00
10000000000.00,2015.00
3000000000.00,2016.00
3200000000.00,2016.00
3300000000.00,2016.00
4000000000.00,2016.00
7200000000.00,2016.00
8000000000.00,2016.00
5300000000.00,2017.00
5300000000.00,2017.00
4300000000.00,2017.00
4800000000.00,2017.00
4800000000.00,2017.00
4800000000.00,2017.00
6100000000.00,2017.00
9700000000.00,2017.00
5500000000.00,2017.00
7000000000.00,2017.00
8000000000.00,2017.00
8000000000.00,2017.00
250000000.00,2017.00
5450000000.00,2017.00
4300000000.00,2017.00
18000000000.00,2017.00
19200000000.00,2017.00
8500000000.00,2018.00
6900000000.00,2018.00
6900000000.00,2018.00
10300000000.00,2019.00
8000000000.00,2019.00
5500000000.00,2018.00
10000000000.00,2018.00
8500000000.00,2019.00
8786000000.00,2018.00
9000000000.00,2018.00
5990000000.00,2019.00
9890000000.00,2019.00
39540000000.00,2019.00
30000000000.00,2019.00
